"id_clean_tweet";"id_tweet";"clean_content";"tweet_label"
"61";"287527558269005826";"gagal dasar bego aksi balas";"negatif"
"62";"287533306776518656";"tindak ceroboh";"negatif"
"63";"289336103851393024";"lembek pecat";"negatif"
"64";"291862487639396352";"untung sigap banget";"positif"
"65";"293249283833077760";"pukul bantu sigap bantu";"positif"
"66";"293399940657446912";"bohong gerak gerak";"negatif"
"67";"293735751311568897";"jauh pemimpin kenal ramah";"positif"
"68";"294290227357433856";"beri teladan masyarakat";"positif"
"69";"295021858473000961";"ingkar";"negatif"
"70";"295116588795973632";"tawa gagal";"negatif"
"71";"300763633074458624";"muka muka licik banget";"negatif"
"72";"304408208724877312";"terlalu";"positif"
"73";"304824408046964736";"teladan";"positif"
"74";"306009348881125377";"keroyok ingin hancur konspirasi busuk";"negatif"
"75";"308173934984065026";"munafik semua calon neraka negarawan turun benah";"negatif"
"76";"308225240356515841";"sigap langsung sedikit";"positif"
"77";"311332366104788993";"alir deras langkah ceroboh";"negatif"
"78";"311775418724253696";"wawas banget";"positif"
"79";"312221341363355648";"tidakbecus serakah serakah";"negatif"
"80";"312475094226178049";"kandidat kuat berita";"positif"
"81";"312742702699655168";"calon kuat waspada";"positif"
"82";"313191576828538880";"kandidat kuat capres";"positif"
"83";"314899050912694273";"masuk atas jasa awal tetap jadi panutan";"positif"
"84";"316162039821266000";"laku adil rendah integritas moral capres";"negatif"
"85";"317961392676278272";"jadi cegah pecah lemah figur";"negatif"
"86";"320733056623329281";"tidakcocok";"negatif"
"87";"321963785600512000";"pilih tidakmenang";"negatif"
"88";"323666853916467200";"banyak capres serakah";"negatif"
"89";"324130643342675968";"karismatik panutan muda";"positif"
"90";"324944524101160962";"hati palsu";"negatif"
"91";"325165356270374912";"henti angkat jadi lupa serakah";"negatif"
"92";"325178976979001344";"makin serakah pemimpin angkat jadi";"negatif"
"93";"326277493952749568";"munafik tidakbisa percaya dulu bohong tidakjadi";"negatif"
"94";"328730570869837824";"naik pandai masuk";"positif"
"95";"328828471679807488";"tidaklayak jadi presiden berita";"negatif"
"96";"328849771722854400";"banting kotor dasar pemimpin goblok tidakbecus";"negatif"
"97";"328853383173779457";"lemah";"negatif"
"98";"328854013921615873";"tidakmenang jadi presiden lemah";"negatif"
"99";"329468409085558785";"arti benar arti bisa munafik";"negatif"
"100";"329625352890638000";"tipu muslihat angan terlalu jauh dulu malah pikir";"negatif"
"101";"331056443807653889";"keterlaluan bajak ceroboh tidakada akun lebih akun bajak";"negatif"
"102";"331232335238414336";"mula";"negatif"
"103";"332499734524727296";"ada bilang lemah sulit sama tidak";"negatif"
"104";"335186187260141570";"taktidakkonsisten";"negatif"
"105";"335911192835006465";"selesai perkara tidakbecus";"negatif"
"106";"336800333395263489";"bejat tawa kasus bejat";"negatif"
"107";"337055704936484000";"tidakcocok jadi presiden";"negatif"
"108";"337172457276465000";"urus tidakbecus urus kelahi satu tewas";"negatif"
"109";"337993131284897793";"sok pasti banyak dapat simpati";"negatif"
"110";"338263836056510464";"paling yakin karismatik";"positif"
"111";"339676240267055104";"selesai dulu masalah baru jadi capres tidakamanah begini jadi pemimpin negeri";"negatif"
"112";"340741655969812480";"sangat karismatik";"positif"
"113";"340798394257797121";"calon presiden kandidat paling kuat banjir";"positif"
"114";"342214717336584193";"peduli lindung begitu";"positif"
"115";"343158101781925889";"tawa ceroboh";"negatif"
"116";"343336001512538112";"pemimpin kagum";"positif"
"117";"343346984549244929";"bersih kasus kasus tidakpro kontra";"negatif"
"118";"343439780610207744";"sosok sederhana panutan senyum";"positif"
"119";"343564873520799744";"tidakjadi capres jadi";"negatif"
"120";"343565331740123136";"tetap duka tawa";"negatif"
"121";"343591550284087298";"tegar banget pemimpin tidaksedih rakyat senyum";"positif"
"122";"343619129422532608";"sosok pribadi sangat ramah senyum";"positif"
"123";"343651978246750210";"ingin cipta masyarakat satu adil moral ingin cipta sehat cerdas";"positif"
"124";"343654367750131714";"sosok tegar berani teguh diri";"positif"
"125";"343759396230279170";"salut salut salut";"positif"
"126";"343790189648433154";"plus begini patuh contoh jadi panutan";"positif"
"127";"343889000748158977";"sosok rakyat pilar teman semua";"positif"
"128";"343892930441916417";"dukung jadi capres";"positif"
"129";"343943801976537088";"buruk tidaklengkap";"positif"
"130";"343986200517959680";"dukung pemimpin sejati sejati bukanbukan";"positif"
"131";"344037055048871936";"usaha sukses jadi panutan";"positif"
"132";"344045859169771520";"sosok tepat tegas garang takut bukanotoriter tegas";"positif"
"133";"344068844924571648";"tidakmenang berani";"negatif"
"134";"344082938108973058";"sosok sentral bu pasti bu bukancengeng";"positif"
"135";"344083813221142529";"janganpilih pasti makin bobrok negeri jangan";"negatif"
"136";"344086674311114752";"yakin tidakjadi capres";"negatif"
"137";"344095941365739520";"bosan";"negatif"
"138";"344258424915251200";"baru bangun munafik";"negatif"
"139";"344309153516359681";"bagus ada tukang hormat bendera realistis banget";"positif"
"140";"344343871330869248";"pemimpin khusus biar pemimpin dulu";"positif"
"141";"344356389067554816";"bunuh culik baik baik";"negatif"
"142";"344357982508826624";"pemimpin fenomenal atas";"positif"
"143";"344428932633862145";"dukung dukung capres";"positif"
"144";"344431439179300864";"sama dukung dukung capres";"positif"
"145";"344432649957408768";"banyak pasti simpati calon baru muda";"negatif"
"146";"344460374222966784";"kacau semua lancar moga segera buka hati beliau sama lupa";"negatif"
"147";"344495261176963072";"paling capres baik";"positif"
"148";"344595488424751104";"kasihan hidup palsu";"negatif"
"149";"344625025762066432";"capek pasti bantu";"negatif"
"150";"344639761060872192";"belumberes";"negatif"
"151";"344656138010251265";"muda dukung baris";"positif"
"152";"344703698737438720";"banyak dapat jadi panutan rakyat jadi presiden";"positif"
"153";"344773675121246208";"tokoh panutan jarang ada satu";"positif"
"154";"344782540244127744";"sederhana humoris rakyat sosok";"positif"
"155";"344794066896171010";"muda makin tarik jadi panutan";"positif"
"156";"344801824538234881";"tindak tunjuk bukanpemimpin panutan";"negatif"
"157";"344817294775549952";"jadi pemimpin negeri tidakperlu pemimpin tegas ada";"positif"
"158";"344824259887120385";"wakil boleh boleh pasti hebat";"positif"
"159";"344831078848155653";"panutan biar motivasi malu";"positif"
"160";"344839708666384385";"jangandukung jadi presiden dulu";"negatif"
"161";"344839968889397248";"kagum integritas";"positif"
"162";"344840371773251584";"asyik jangandukung jadi presiden dulu";"negatif"
"163";"344844458111676416";"kerja beda beda agama tetap presiden bukan";"positif"
"164";"344847387656867840";"ingin cepat presiden";"positif"
"165";"344848005339426816";"liat kandidat paling kredibel bersih integritas";"positif"
"166";"344848161073942528";"salut sama sosok integritas";"positif"
"167";"344849152016003072";"angkat doyan salut sama sosok integritas";"positif"
"168";"344857115837493248";"ejek hebat tidakhasil mudah senang nyaman bentuk";"positif"
"169";"344973348238921728";"luar biasa sangat kuat sigap dengar";"positif"
"170";"344982380982980608";"banget";"negatif"
"171";"344999663277076480";"liat gagah pas sosok";"positif"
"172";"345016904886386688";"ada tidakjadi sosok";"positif"
"173";"345016973631037440";"gagal presiden tambah ambang";"negatif"
"174";"345023516913065984";"ada asyik";"negatif"
"175";"345084338976731136";"muncul tidakpengaruh pilih";"negatif"
"176";"345084386594660354";"sama berani berani diri jadi capres begini begini bikin makin tidakberes";"negatif"
"177";"345095372772896768";"bisa presiden wakil";"positif"
"178";"345135268933820416";"dulu sekarang tokoh idola cerdas bijaksana semangat tawa";"positif"
"179";"345135365163728897";"sosok";"positif"
"180";"345135778503999489";"sosok jauh beda wakil presiden sekarang tidakbeda jauh sama";"positif"
"181";"345136532857966592";"sosok kagum beliau senyum";"positif"
"182";"345139629944614912";"idola dulu";"positif"
"183";"345139646763786240";"hebat senyum";"positif"
"184";"345140004412071937";"salut banget sama panutan banget sederhana senyum";"positif"
"185";"345142055862951937";"ada sosok karismatik senyum";"positif"
"186";"345142098892308480";"hebat tawa";"positif"
"187";"345142293176676352";"pemimpin cerdas bijaksana";"positif"
"188";"345144881120956416";"bijak senyum";"positif"
"189";"345144905162702848";"beli tawa";"negatif"
"190";"345145195148492800";"bijak";"positif"
"191";"345145338404937728";"dengar tak";"negatif"
"192";"345145458722742274";"takkunjung akhir ingin jadi presiden";"negatif"
"193";"345149886615941121";"dukung jadi capres tawa senyum siap calon presiden depan tawa tawa";"positif"
"194";"345150831949127680";"kagum sosok kedip";"positif"
"195";"345155727993733122";"ideal cerdas";"positif"
"196";"345156034907742209";"capres baik";"positif"
"197";"345156040939159552";"hebat sangat bagus";"positif"
"198";"345156433727332352";"maju jadi capres";"positif"
"199";"345175050623795202";"capres tepat tepat";"positif"
"200";"345176790249127936";"tawa bikin maklum";"negatif"
"201";"345181654857437185";"susah hebat";"positif"
"202";"345204861077434368";"capres yakin mampu";"positif"
"203";"345206080369983488";"udik cerdas senyum tidakidiot";"negatif"
"204";"345207504701095936";"optimisme jadi presiden senyum";"positif"
"205";"345208415469047809";"pasti gagal jadi presiden diri";"negatif"
"206";"345220854176686081";"bego naik energi";"negatif"
"207";"345237502770176000";"jujur";"positif"
"208";"345246843019595776";"panutan tidakpercaya";"positif"
"209";"345263374705233920";"setuju adil masyarakat hukum sosok";"positif"
"210";"345281811779317761";"seminar selamat maju jadi capres dukung balas";"positif"
"211";"345361035961724928";"capres pilih jadi lanjut capres";"positif"
"212";"345376378104983552";"cocok maju capres banyak kena";"positif"
"213";"345376803386433537";"paling jujur sahaja";"positif"
"214";"345379517956751360";"ada hebat inspirasi";"positif"
"215";"345381839462092800";"maju aman maju jadi presiden ayo mahasiswa masyarakat minta maju";"positif"
"216";"345389985479938048";"hebat tidakbentuk nyaman mewah bentuk tantang air";"positif"
"217";"345435458941091840";"pemimpin frontal cerdas presiden depan";"positif"
"218";"345444954639855617";"presiden depan hidup senyum";"positif"
"219";"345470404711809025";"tiba kasihan kerja keras capres banting tulang elektabilitas tidaknaik";"negatif"
"220";"345474852280479744";"salah satu inspirasi pemimpin anut beliau";"positif"
"221";"345477008941252609";"dukung mampu bawa sejahtera";"positif"
"222";"345488660126396416";"cerdas paling";"negatif"
"223";"345489814944112641";"baru salut";"positif"
"224";"345507504626741249";"moga pilih jadi presiden";"positif"
"225";"345533991522295808";"hasil baca mampu jadi capres";"positif"
"226";"345549050881392641";"lebih sama jadi depan";"positif"
"227";"345552897116880898";"makin sangat cerdas";"positif"
"228";"345552974359195648";"bisa jadi teladan amanah tegas";"positif"
"229";"345561923439448066";"minta ampun puja belumkelar sok jadi presiden";"negatif"
"230";"345568076928000000";"semua capres jauh capres";"positif"
"231";"345570454808956928";"cukup rakyat takut bawah baru sekarang jadi presiden";"negatif"
"232";"345571294059839488";"lena ambisi jadi presiden lupa tidak";"negatif"
"233";"345579871373762560";"semua motivasi sama kisah sukses jujur dapat percaya";"positif"
"234";"345587614813925376";"senang bisa muka langsung mantan wakil presiden sama rakyat tawa";"positif"
"235";"345588615864279040";"cukup rakyat takut bawah baru sekarang jadi calon presiden";"negatif"
"236";"345593762434658304";"jujur amanah ikhlas penting";"positif"
"237";"345606132573818880";"panutan banget jadi pemimpin paling jujur sahaja";"positif"
"238";"345610848099770370";"oke palsu";"negatif"
"239";"345612323181953026";"bagus beliau aset sinergi tidakcaci takmudah provokasi";"positif"
"240";"345695349379305472";"selamat selamat pilih senyum";"positif"
"241";"345697562344423424";"dukung indah";"positif"
"242";"345698188273016833";"doa sehat dukung beliau jadi presiden";"positif"
"243";"345699145887129600";"dukung jadi presiden";"positif"
"244";"345715473524068352";"selamat moga jadi barokah";"positif"
"245";"345717200948187136";"presiden tolak";"negatif"
"246";"345719125483597826";"ada usung capres yakin jadi suka rakyat";"positif"
"247";"345738424227082240";"pemimpin beri yakin alami cukup";"positif"
"248";"345742591549120513";"tentu banyak ajar bisa ambil sosok ingat pemimpin hebat";"positif"
"249";"345759174531112960";"jangankhianat";"positif"
"250";"345768300103491585";"sosok wajib jadi panutan";"positif"
"251";"345812810661519360";"relawan dukung capres pilih presiden";"positif"
"252";"345820668065107968";"janganpalsu banyak jadi salah omong";"negatif"
"253";"345859337559879681";"calon presiden pro rakyat bocor semua sama tipu";"negatif"
"254";"345863766665211905";"harga naik duit pro harga naik";"negatif"
"255";"345876948137947136";"banyak pemimpin hebat";"positif"
"256";"345919005283975168";"sosok tidakgila";"positif"
"257";"345966871905972224";"asyik tidakpilih jadi presiden";"positif"
"258";"345981187501727746";"palsu";"negatif"
"259";"345993283215974401";"basi tidaklangsung calon presiden";"negatif"
"260";"346052119436075008";"lawan laku tetap konsisten rakyat";"positif"
"261";"346052275845873664";"satu gagal yakin masyarakat tokoh";"negatif"
"262";"346123266999582720";"lebih baik sukses";"positif"
"263";"346641373514051584";"dukung naik asli sampah";"negatif"
"264";"346658121734828032";"bohong ejek";"negatif"
"265";"346774630956142592";"ejek";"negatif"
"266";"346785601653182466";"masalah gantirugi masuk jawab";"negatif"
"267";"347198718128304129";"usaha tidakbisa kinerja";"positif"
"268";"347200062620852224";"jadi idola sosok jadi inspirasi banyak";"positif"
"269";"347252024607387648";"coblos senyum cocok sip tawa";"positif"
"270";"347341707760762880";"lebih senang jadi wakil lebih senang jadi presiden";"positif"
"271";"347350526335254530";"biar semua baik hukum hidup";"positif"
"272";"347498927119024132";"begini calon presiden picik licik";"negatif"
"273";"347563931474198531";"hebat hebat hebat";"positif"
"274";"347878212891713536";"inspirasi";"positif"
"275";"348105634962604032";"payah";"negatif"
"276";"348448611752886272";"hebat karismatik banget";"positif"
"277";"348451238909718528";"enak sederhana karismatik manis begitu";"positif"
"278";"348530218824241152";"kuat begadang nongol";"negatif"
"279";"348795014618435585";"sok jadi presiden belumtuntas jijik";"negatif"
"280";"348796699738767360";"aktor jawab atas janganpilih";"negatif"
"281";"348808502837379073";"alir kasus alas masalah rugi";"negatif"
"282";"348998939766292480";"biar pilih jadi capres sesal tentu";"negatif"
"283";"349019127429611520";"selesai tentu langsung banyak simpati begitu";"positif"
"284";"349521324269514752";"lebih cepat lebih baik";"positif"
"285";"349677488634466304";"andai jadi presiden rakyat takut beli jangansalah bisa beda senyum";"negatif"
"286";"349710386234261506";"lama pasti jadi presiden dukung bekas";"positif"
"287";"349852693969379000";"ingin capres tidakada becus tegas usung capres";"negatif"
"288";"350422853398708224";"erti selamat tetap tolak capres jadi presiden";"negatif"
"289";"350450760410079234";"hasil negatif capres pilih sangat rendah jauh target";"negatif"
"290";"350458594275233793";"presiden wakil tawa bisa benar pasti tidakada";"positif"
"291";"350761965183959041";"tokoh panutan";"positif"
"292";"350902796377272321";"tolol bukanajang";"negatif"
"293";"351293236830158849";"capres wibawa tawa";"positif"
"294";"351331542775246848";"contoh senyum pemimpin berani ambil";"positif"
"295";"351336796262629378";"terima kasih atas sangat senyum";"positif"
"296";"351457923471376384";"bisa bosan muka tawa";"negatif"
"297";"351475717428613120";"kelar elektabilitas naik tidakkasihan nongol tidakpenting ejek";"negatif"
"298";"351507542981087233";"pemimpin hebat humanis edukatif berani amanah tegas capres setuju";"positif"
"299";"351641874706079744";"ogahjadi presiden tidaksama";"negatif"
"300";"351688567396896771";"presiden guna bangun rakyat sama";"negatif"
"301";"351714366875377666";"jadi idola rakyat bosan pemimpin senyum";"positif"
"302";"351728469010419712";"tawa bosan";"negatif"
"303";"351732614534668289";"sosok capres cerah tawa bahas enak malam begini ada";"positif"
"304";"351736303223713793";"angan masuk belumjadi presiden duit";"negatif"
"305";"351745415688880129";"lupa dosa langkah berani";"negatif"
"306";"351764978614796288";"capres ideal";"positif"
"307";"351906843284611073";"sigap copot nilai kudeta";"positif"
"308";"351960966860242947";"isi bohong satu sama isi senyum isi";"negatif"
"309";"351998723401842689";"lebih";"positif"
"310";"352003713931550000";"tidaksemua tipu";"negatif"
"311";"352049889653440513";"senang bisa senyum bijaksana capres luar senyum";"positif"
"312";"352087797420662786";"sosok tepat paling banyak suka jadi presiden";"positif"
"313";"352087863489335296";"paling layak";"positif"
"314";"352096703643516933";"angkat patut terima kasih mantan presiden takada";"positif"
"315";"352130736750465025";"capres pilih maut tegas jujur bersih nasionalis";"positif"
"316";"352217413082820609";"semua pilih capres ada paling relevan ideal senyum";"positif"
"317";"352229993000075265";"lemah sama sama sambut baik capres";"negatif"
"318";"352235786822889472";"lemah sama sama";"negatif"
"319";"352242921837297664";"lemah";"negatif"
"320";"352246713345515520";"jadi capres gagal jadi gagal sekarang belumsenyum";"negatif"
"321";"352288281964191744";"cakep tawa";"positif"
"322";"352360174331240448";"hebat";"positif"
"323";"352418959137570816";"sederhana lemah minim minim";"negatif"
"324";"352436190995152896";"semua keren tawa";"positif"
"325";"352586249044897792";"moga sukses bu ejek";"positif"
"326";"352618335172706304";"nilai ceroboh";"negatif"
"327";"353353123147956224";"orasi ilmiah";"positif"
"328";"353470633453166592";"sangat syukur berani tegas ikhlas diri capres";"positif"
"329";"353763889365790720";"muka licik";"negatif"
"330";"354102381581049859";"mulia senyum minta bareng";"positif"
"331";"354388721497407490";"banyak usaha asal sukses banyak sukses senyum";"positif"
"332";"354502394215796736";"tokoh hebat senyum";"positif"
"333";"354524602791239680";"sosok sangat sayang senyum";"positif"
"334";"354710805691908096";"sakit waduh moga tidakmasuk bui";"negatif"
"335";"354945957554692096";"gombal jamin tidakjadi alat";"negatif"
"336";"354950506084450304";"pesona jadi menang";"positif"
"337";"355797641776476160";"sombong senyum lama tak";"negatif"
"338";"355888724736876545";"baru paling bejat pilih antek";"negatif"
"339";"356183439625560067";"harga begitu";"negatif"
"340";"356224467824943000";"penting kurangorator jelek banget";"negatif"
"341";"356442486467604480";"pikir hukum keren banyak ajar senyum";"positif"
"342";"356887100546752512";"kandidat kuat capres";"positif"
"343";"356984612737654786";"lemah capres";"negatif"
"344";"357120708528177152";"ideal boleh jadi";"positif"
"345";"357356207343800000";"elektabilitas naik contoh tipu kena tipu diri";"negatif"
"346";"357399491109859328";"tekad sejahtera lama";"positif"
"347";"357425418032250880";"paling";"positif"
"348";"357460061792112641";"tawa tidakjadi takenak hati";"positif"
"349";"357506134761947137";"sukses yakin hati rakyat";"positif"
"350";"358049879269969921";"bunuh saudara nafsu bejat";"negatif"
"351";"358728731587641344";"ramah";"positif"
"352";"358810760845074432";"lebih setuju andal";"positif"
"353";"358813537960865792";"calon paling pas";"positif"
"354";"358837332184530944";"ayo dukung sekarang capres";"positif"
"355";"360466129963057153";"figur capres paling kuat";"positif"
"356";"361141959068352513";"mulai bosan";"negatif"
"357";"361977239383965000";"ramah rendah hati demokratis siap maju";"positif"
"358";"362246213652848642";"bola becus tidakprofesional tidakpilih tidak";"negatif"
"359";"362415048951472129";"bejat";"negatif"
"360";"362417261883035649";"kandidat kuat";"positif"
"361";"362720940708200449";"bukanpopularitas penting utama baik";"positif"
"362";"362753709530288129";"ada bersih salah satu capres senyum";"positif"
"363";"362759787164872705";"wali tokoh sahaja jujur";"positif"
"364";"363085572694220800";"calon diri yakin menang jauh depan satu";"negatif"
"365";"363420465420709889";"satu urus tidakbecus urus";"negatif"
"366";"363468435096748032";"tahu bohong reformasi";"negatif"
"367";"363509363425558529";"sosok presiden idam";"positif"
"368";"363509418232516609";"bukanpolitisi sejati";"negatif"
"369";"363788503970103297";"tolak keras capres terlalu ambisius obsesif";"negatif"
"370";"363819278413615104";"capres realistis terima kasih doa begitu";"positif"
"371";"363856932387307520";"letaklemah calon";"negatif"
"372";"363984062823661568";"terima kasih hebat";"positif"
"373";"364194324918972416";"asyik belakang bentuk dukung tawa";"positif"
"374";"364210198589612032";"karismatik banget";"positif"
"375";"364341767774023681";"lebih populer bisa senyum";"positif"
"376";"364593958870974464";"begitu sosok bersih dukung capres beliau mampu selamat";"positif"
"377";"364603573717307394";"capres kurus";"negatif"
"378";"364669892806455296";"moga bisa maju capres bareng amin";"positif"
"379";"364714617844400128";"ayo dukung jadi pemimpin tawa";"positif"
"380";"364832699426422786";"cocok capres";"positif"
"381";"364865616588443648";"menang presiden";"positif"
"382";"364901414004211713";"didik beri contoh rendah hati hati enak";"positif"
"383";"364901528328343552";"lebih paham";"positif"
"384";"365339736459587585";"muda dukung capres tahu";"positif"
"385";"365401334880542720";"batin moga jadi pemimpin baik";"positif"
"386";"365654635161194497";"goblok";"negatif"
"387";"365721999860957184";"sama awal lebay biar pemimpin";"negatif"
"388";"366485176521469954";"sangat bisa jadi presiden lanjut tarung bukanbegitu begitu";"positif"
"389";"366500969774723072";"bajak bejat";"negatif"
"390";"366713296373551105";"enak baca layak tokoh panutan pantas";"positif"
"391";"366849429149454336";"salah gagal ingin jadi presiden sekarang senyum";"negatif"
"392";"367041833571860480";"capres menang ayo tawa";"positif"
"393";"367084347251101696";"cocok jadi capres depan moga";"positif"
"394";"367112776633688064";"mulai tunjuk prestasi agar bisa jadi capres";"positif"
"395";"367113241207386112";"dukung jadi capres hidup";"positif"
"396";"367124913775067137";"gerah capres ada bikin simpati bisa";"positif"
"397";"367140773268959000";"jahat";"negatif"
"398";"367168725209718784";"calon capres tentu bisa gagal capres";"negatif"
"399";"367888117639835648";"ada makin ada tidakjadi presiden ada serakah ada muka ada ada kandidat";"negatif"
"400";"368341798717906944";"untung muncul sosok jujur bersih sahaja";"positif"
"401";"368718069587116033";"najis banget banyak palsu";"negatif"
"402";"368923169324687000";"wujud tidakjujur diri telanjang besar besaran belumjadi tidakjujur";"negatif"
"403";"369633820699414000";"duit masuk langsung kasih tokoh tipu";"negatif"
"404";"370204305820622000";"jelek banget";"negatif"
"405";"370217960058548224";"tawa biar liat bodo saing senyum";"negatif"
"406";"370230419578294272";"hidup senyum";"positif"
"407";"370461484532252672";"tidakdatang semua ada bengkel tawa";"negatif"
"408";"370563653889576960";"sosok pemimpin cakap luar";"positif"
"409";"370828458428866560";"duh satu pede banget bisa jadi presiden";"negatif"
"410";"370834654133112832";"alas bisa lolos krisis ada";"positif"
"411";"370860704611307520";"sekarang moga jadi presiden";"positif"
"412";"370863946896396289";"selamat datang rakyat satu";"positif"
"413";"370894034455113728";"moga presiden bu karakter sama";"positif"
"414";"370902893219422209";"ada pemimpin turun lembek rakyat";"negatif"
"415";"370904222071406592";"dukung";"positif"
"416";"370922579218792450";"ingat masyarakat juang";"positif"
"417";"370925120862175232";"payah bisa gilir tidakbisa";"negatif"
"418";"370925172582141952";"cinta rakyat besar jadi presiden datang";"positif"
"419";"370925190235947008";"marah";"negatif"
"420";"371864536107601000";"makin makin tidakjujur percaya amin bilang";"negatif"
"421";"371989108463120386";"pandai";"positif"
"422";"372139330606608384";"tawa ada bilang jujur ada";"positif"
"423";"372554874254544896";"jadi urus hancur alah muak munafik";"negatif"
"424";"372611192168017920";"jadi kandidat kuat capres";"positif"
"425";"373470883072847874";"setuju alas batal konvensi capres pasti alas mundur bukanmalu";"positif"
"426";"373493168907767808";"tolak konvensi pilih bijak bijak";"positif"
"427";"373509577595035649";"putus bijak batal konvensi tidakjadi senang bahagia";"positif"
"428";"373742213680746496";"langkah bijak mundur konvensi sukses";"positif"
"429";"374112115046354944";"janganpilih takhenti";"negatif"
"430";"374196784270041089";"presiden wakil tegas";"positif"
"431";"374538488567193600";"sama ganteng muda sahaja";"positif"
"432";"375904086438060032";"tidakcocok senyum elektabilitas bawah";"negatif"
"433";"375961666040918016";"pemimpin tidakamanah bukantidakkonsisten masyarakat";"negatif"
"434";"375966181624016897";"angin tidakdiri";"negatif"
"435";"375969644810498048";"capres tobat";"positif"
"436";"376176528184197120";"tidakheran sedikit sombong kalah";"negatif"
"437";"376699961867386881";"sama muak";"negatif"
"438";"376952057724674048";"janganpilih";"negatif"
"439";"377060665623457793";"tidakbecus urus";"negatif"
"440";"377379141831499776";"sikap biasa tidakpaling lembek";"negatif"
"441";"377474351010168832";"payah segera";"negatif"
"442";"377944936970080256";"makin lama makin munafik";"negatif"
"443";"378575985135730688";"tidakbagus makin jelek ada ada jadi makin banget";"negatif"
"444";"378861650880647168";"sempat calon presiden usaha kurangpopuler";"negatif"
"445";"378888842817699000";"kalah bisa bilang masyarakat ingin calon muda kapabilitas";"negatif"
"446";"379042830468931584";"cuek sama parah presiden lembek bisa";"negatif"
"447";"379109208844558000";"tidakbecus tidaktidakcapres dapat";"negatif"
"448";"379598723350659072";"tidakbecus malah main main tidakada komplain";"negatif"
"449";"379861821227671552";"salah satu cerdas senyum begitu";"positif"
